eps1,eps2,min_samples1,min_samples2,metric1,metric2,leaf_size1,leaf_size2,p1,p2,Top-1 Accuracy,Top-2 Accuracy,Images Processed
32,33,2,1,euclidean,euclidean,30,30,,,75.63,77.31,119
26,24,2,2,euclidean,euclidean,30,30,,,73.11,77.31,119
30,31,1,2,euclidean,euclidean,30,30,,,55.46,77.31,119
21,39,1,2,euclidean,euclidean,30,30,,,25.21,77.31,119
38,39,1,2,euclidean,euclidean,30,30,,,65.55,77.31,119
20,34,1,2,euclidean,euclidean,30,30,,,25.21,77.31,119
22,39,1,2,euclidean,euclidean,30,30,,,27.73,77.31,119
39,22,2,1,euclidean,euclidean,30,30,,,76.47,77.31,119
21,34,1,2,euclidean,euclidean,30,30,,,25.21,77.31,119
31,30,2,1,euclidean,euclidean,30,30,,,77.31,77.31,119
31,29,2,1,euclidean,euclidean,30,30,,,77.31,77.31,119
34,26,2,1,euclidean,euclidean,30,30,,,76.47,77.31,119
34,27,2,1,euclidean,euclidean,30,30,,,76.47,77.31,119
34,28,2,1,euclidean,euclidean,30,30,,,76.47,77.31,119
39,21,2,1,euclidean,euclidean,30,30,,,76.47,77.31,119
33,32,1,2,euclidean,euclidean,30,30,,,60.5,77.31,119
39,37,2,1,euclidean,euclidean,30,30,,,76.47,77.31,119
39,38,2,1,euclidean,euclidean,30,30,,,76.47,77.31,119
23,34,1,2,euclidean,euclidean,30,30,,,29.41,77.31,119
31,31,1,2,euclidean,euclidean,30,30,,,56.3,77.31,119
24,26,2,2,euclidean,euclidean,30,30,,,69.75,77.31,119
28,34,1,2,euclidean,euclidean,30,30,,,52.94,77.31,119
39,20,2,1,euclidean,euclidean,30,30,,,76.47,77.31,119
33,20,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
24,33,1,2,euclidean,euclidean,30,30,,,31.93,76.47,119
33,21,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
39,39,2,1,euclidean,euclidean,30,30,,,76.47,76.47,119
33,22,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
33,23,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
34,33,2,2,euclidean,euclidean,30,30,,,76.47,76.47,119
33,24,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
33,25,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
21,33,1,2,euclidean,euclidean,30,30,,,25.21,76.47,119
21,32,1,2,euclidean,euclidean,30,30,,,25.21,76.47,119
32,28,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
22,32,1,2,euclidean,euclidean,30,30,,,27.73,76.47,119
22,33,1,2,euclidean,euclidean,30,30,,,27.73,76.47,119
20,33,1,2,euclidean,euclidean,30,30,,,25.21,76.47,119
39,39,1,2,euclidean,euclidean,30,30,,,65.55,76.47,119
20,32,1,2,euclidean,euclidean,30,30,,,25.21,76.47,119
23,32,1,2,euclidean,euclidean,30,30,,,29.41,76.47,119
23,33,1,2,euclidean,euclidean,30,30,,,29.41,76.47,119
34,34,2,2,euclidean,euclidean,30,30,,,76.47,76.47,119
34,34,2,1,euclidean,euclidean,30,30,,,76.47,76.47,119
34,33,2,1,euclidean,euclidean,30,30,,,76.47,76.47,119
34,32,2,1,euclidean,euclidean,30,30,,,76.47,76.47,119
34,31,2,1,euclidean,euclidean,30,30,,,76.47,76.47,119
34,30,2,1,euclidean,euclidean,30,30,,,76.47,76.47,119
34,29,2,1,euclidean,euclidean,30,30,,,76.47,76.47,119
34,34,1,2,euclidean,euclidean,30,30,,,61.34,76.47,119
34,33,1,2,euclidean,euclidean,30,30,,,61.34,76.47,119
33,34,2,2,euclidean,euclidean,30,30,,,75.63,76.47,119
33,34,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
33,28,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
33,27,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
33,26,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
24,32,1,2,euclidean,euclidean,30,30,,,31.93,76.47,119
28,32,1,2,euclidean,euclidean,30,30,,,52.94,76.47,119
33,34,1,2,euclidean,euclidean,30,30,,,60.5,76.47,119
39,39,2,2,euclidean,euclidean,30,30,,,76.47,76.47,119
32,24,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
32,21,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
32,34,1,2,euclidean,euclidean,30,30,,,57.98,76.47,119
32,22,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
25,32,1,2,euclidean,euclidean,30,30,,,34.45,76.47,119
25,33,1,2,euclidean,euclidean,30,30,,,34.45,76.47,119
31,34,1,2,euclidean,euclidean,30,30,,,56.3,76.47,119
25,26,2,1,euclidean,euclidean,30,30,,,68.91,76.47,119
26,25,1,2,euclidean,euclidean,30,30,,,42.02,76.47,119
26,33,1,2,euclidean,euclidean,30,30,,,42.02,76.47,119
30,34,1,2,euclidean,euclidean,30,30,,,55.46,76.47,119
32,23,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
26,32,1,2,euclidean,euclidean,30,30,,,42.02,76.47,119
32,20,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
32,25,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
32,26,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
27,33,1,2,euclidean,euclidean,30,30,,,46.22,76.47,119
29,34,1,2,euclidean,euclidean,30,30,,,55.46,76.47,119
27,32,1,2,euclidean,euclidean,30,30,,,46.22,76.47,119
32,27,2,1,euclidean,euclidean,30,30,,,75.63,76.47,119
28,33,1,2,euclidean,euclidean,30,30,,,52.94,76.47,119
32,32,1,2,euclidean,euclidean,30,30,,,57.98,75.63,119
33,29,2,1,euclidean,euclidean,30,30,,,75.63,75.63,119
29,32,1,2,euclidean,euclidean,30,30,,,55.46,75.63,119
32,33,1,2,euclidean,euclidean,30,30,,,57.98,75.63,119
33,31,2,1,euclidean,euclidean,30,30,,,75.63,75.63,119
33,32,2,1,euclidean,euclidean,30,30,,,75.63,75.63,119
33,33,2,1,euclidean,euclidean,30,30,,,75.63,75.63,119
33,33,2,2,euclidean,euclidean,30,30,,,75.63,75.63,119
33,30,2,1,euclidean,euclidean,30,30,,,75.63,75.63,119
26,25,2,2,euclidean,euclidean,30,30,,,73.11,75.63,119
25,20,2,2,euclidean,euclidean,30,30,,,68.91,75.63,119
20,25,2,2,euclidean,euclidean,30,30,,,70.59,75.63,119
31,33,1,2,euclidean,euclidean,30,30,,,56.3,75.63,119
31,32,1,2,euclidean,euclidean,30,30,,,56.3,75.63,119
29,33,1,2,euclidean,euclidean,30,30,,,55.46,75.63,119
25,26,2,2,euclidean,euclidean,30,30,,,68.91,75.63,119
33,33,1,2,euclidean,euclidean,30,30,,,60.5,75.63,119
20,25,2,1,euclidean,euclidean,30,30,,,70.59,75.63,119
30,33,1,2,euclidean,euclidean,30,30,,,55.46,75.63,119
30,32,1,2,euclidean,euclidean,30,30,,,55.46,75.63,119
21,25,2,2,euclidean,euclidean,30,30,,,70.59,75.63,119
21,25,2,1,euclidean,euclidean,30,30,,,70.59,75.63,119
25,21,2,2,euclidean,euclidean,30,30,,,68.91,75.63,119
25,20,1,2,euclidean,euclidean,30,30,,,34.45,75.63,119
32,32,2,1,euclidean,euclidean,30,30,,,75.63,75.63,119
32,32,2,2,euclidean,euclidean,30,30,,,75.63,75.63,119
32,31,2,1,euclidean,euclidean,30,30,,,75.63,75.63,119
32,29,2,1,euclidean,euclidean,30,30,,,75.63,75.63,119
25,21,1,2,euclidean,euclidean,30,30,,,34.45,75.63,119
32,30,2,1,euclidean,euclidean,30,30,,,75.63,75.63,119
24,21,1,2,euclidean,euclidean,30,30,,,31.93,74.79,119
24,21,2,2,euclidean,euclidean,30,30,,,69.75,74.79,119
25,22,1,2,euclidean,euclidean,30,30,,,34.45,74.79,119
22,25,2,2,euclidean,euclidean,30,30,,,70.59,74.79,119
22,25,2,1,euclidean,euclidean,30,30,,,70.59,74.79,119
20,24,2,2,euclidean,euclidean,30,30,,,70.59,74.79,119
20,24,2,1,euclidean,euclidean,30,30,,,70.59,74.79,119
25,23,2,2,euclidean,euclidean,30,30,,,68.91,74.79,119
25,23,1,2,euclidean,euclidean,30,30,,,34.45,74.79,119
24,20,2,2,euclidean,euclidean,30,30,,,69.75,74.79,119
24,20,1,2,euclidean,euclidean,30,30,,,31.93,74.79,119
25,22,2,2,euclidean,euclidean,30,30,,,68.91,74.79,119
23,25,2,2,euclidean,euclidean,30,30,,,70.59,74.79,119
21,24,2,1,euclidean,euclidean,30,30,,,70.59,74.79,119
21,24,2,2,euclidean,euclidean,30,30,,,70.59,74.79,119
23,25,2,1,euclidean,euclidean,30,30,,,70.59,74.79,119
27,22,2,1,euclidean,euclidean,30,30,,,73.95,73.95,119
27,25,2,1,euclidean,euclidean,30,30,,,73.95,73.95,119
21,27,1,2,euclidean,euclidean,30,30,,,25.21,73.95,119
27,27,2,2,euclidean,euclidean,30,30,,,73.95,73.95,119
27,27,2,1,euclidean,euclidean,30,30,,,73.95,73.95,119
27,26,2,1,euclidean,euclidean,30,30,,,73.95,73.95,119
23,27,1,2,euclidean,euclidean,30,30,,,29.41,73.95,119
24,27,1,2,euclidean,euclidean,30,30,,,31.93,73.95,119
27,24,2,1,euclidean,euclidean,30,30,,,73.95,73.95,119
27,27,1,2,euclidean,euclidean,30,30,,,46.22,73.95,119
27,21,2,1,euclidean,euclidean,30,30,,,73.95,73.95,119
27,20,2,1,euclidean,euclidean,30,30,,,73.95,73.95,119
26,26,2,1,euclidean,euclidean,30,30,,,73.11,73.95,119
27,23,2,1,euclidean,euclidean,30,30,,,73.95,73.95,119
24,22,1,2,euclidean,euclidean,30,30,,,31.93,73.95,119
22,24,2,2,euclidean,euclidean,30,30,,,70.59,73.95,119
26,27,1,2,euclidean,euclidean,30,30,,,42.02,73.95,119
22,27,1,2,euclidean,euclidean,30,30,,,27.73,73.95,119
22,24,2,1,euclidean,euclidean,30,30,,,70.59,73.95,119
24,22,2,2,euclidean,euclidean,30,30,,,69.75,73.95,119
20,27,1,2,euclidean,euclidean,30,30,,,25.21,73.95,119
26,26,1,2,euclidean,euclidean,30,30,,,42.02,73.95,119
25,27,1,2,euclidean,euclidean,30,30,,,34.45,73.95,119
22,26,1,2,euclidean,euclidean,30,30,,,27.73,73.11,119
23,21,2,2,euclidean,euclidean,30,30,,,70.59,73.11,119
23,24,2,2,euclidean,euclidean,30,30,,,70.59,73.11,119
23,24,2,1,euclidean,euclidean,30,30,,,70.59,73.11,119
20,23,2,1,euclidean,euclidean,30,30,,,70.59,73.11,119
21,23,2,2,euclidean,euclidean,30,30,,,70.59,73.11,119
20,23,2,2,euclidean,euclidean,30,30,,,70.59,73.11,119
21,23,2,1,euclidean,euclidean,30,30,,,70.59,73.11,119
24,23,2,2,euclidean,euclidean,30,30,,,69.75,73.11,119
21,26,1,2,euclidean,euclidean,30,30,,,25.21,73.11,119
23,20,2,2,euclidean,euclidean,30,30,,,70.59,73.11,119
26,25,2,1,euclidean,euclidean,30,30,,,73.11,73.11,119
26,23,2,1,euclidean,euclidean,30,30,,,73.11,73.11,119
26,22,2,1,euclidean,euclidean,30,30,,,73.11,73.11,119
23,26,1,2,euclidean,euclidean,30,30,,,29.41,73.11,119
26,24,2,1,euclidean,euclidean,30,30,,,73.11,73.11,119
25,26,1,2,euclidean,euclidean,30,30,,,34.45,73.11,119
23,21,1,2,euclidean,euclidean,30,30,,,29.41,73.11,119
23,20,1,2,euclidean,euclidean,30,30,,,29.41,73.11,119
24,23,1,2,euclidean,euclidean,30,30,,,31.93,73.11,119
26,26,2,2,euclidean,euclidean,30,30,,,73.11,73.11,119
26,21,2,1,euclidean,euclidean,30,30,,,73.11,73.11,119
20,26,1,2,euclidean,euclidean,30,30,,,25.21,73.11,119
24,26,1,2,euclidean,euclidean,30,30,,,31.93,73.11,119
26,20,2,1,euclidean,euclidean,30,30,,,73.11,73.11,119
20,22,2,2,euclidean,euclidean,30,30,,,70.59,72.27,119
20,22,2,1,euclidean,euclidean,30,30,,,70.59,72.27,119
21,22,2,2,euclidean,euclidean,30,30,,,70.59,72.27,119
24,25,2,2,euclidean,euclidean,30,30,,,69.75,72.27,119
24,25,2,1,euclidean,euclidean,30,30,,,69.75,72.27,119
21,22,2,1,euclidean,euclidean,30,30,,,70.59,72.27,119
22,21,1,2,euclidean,euclidean,30,30,,,27.73,72.27,119
22,21,2,2,euclidean,euclidean,30,30,,,70.59,72.27,119
22,20,1,2,euclidean,euclidean,30,30,,,27.73,72.27,119
22,20,2,2,euclidean,euclidean,30,30,,,70.59,72.27,119
25,24,2,2,euclidean,euclidean,30,30,,,68.91,72.27,119
25,24,1,2,euclidean,euclidean,30,30,,,34.45,72.27,119
23,22,1,2,euclidean,euclidean,30,30,,,29.41,71.43,119
22,23,2,2,euclidean,euclidean,30,30,,,70.59,71.43,119
22,23,2,1,euclidean,euclidean,30,30,,,70.59,71.43,119
23,22,2,2,euclidean,euclidean,30,30,,,70.59,71.43,119
22,21,2,1,euclidean,euclidean,30,30,,,70.59,70.59,119
21,22,1,2,euclidean,euclidean,30,30,,,25.21,70.59,119
21,23,1,2,euclidean,euclidean,30,30,,,25.21,70.59,119
23,23,1,2,euclidean,euclidean,30,30,,,29.41,70.59,119
20,20,1,2,euclidean,euclidean,30,30,,,25.21,70.59,119
22,22,2,2,euclidean,euclidean,30,30,,,70.59,70.59,119
22,22,2,1,euclidean,euclidean,30,30,,,70.59,70.59,119
22,20,2,1,euclidean,euclidean,30,30,,,70.59,70.59,119
21,20,1,2,euclidean,euclidean,30,30,,,25.21,70.59,119
21,20,2,1,euclidean,euclidean,30,30,,,70.59,70.59,119
21,20,2,2,euclidean,euclidean,30,30,,,70.59,70.59,119
21,21,2,1,euclidean,euclidean,30,30,,,70.59,70.59,119
21,21,2,2,euclidean,euclidean,30,30,,,70.59,70.59,119
20,23,1,2,euclidean,euclidean,30,30,,,25.21,70.59,119
20,22,1,2,euclidean,euclidean,30,30,,,25.21,70.59,119
22,23,1,2,euclidean,euclidean,30,30,,,27.73,70.59,119
20,21,1,2,euclidean,euclidean,30,30,,,25.21,70.59,119
22,22,1,2,euclidean,euclidean,30,30,,,27.73,70.59,119
21,21,1,2,euclidean,euclidean,30,30,,,25.21,70.59,119
23,23,2,1,euclidean,euclidean,30,30,,,70.59,70.59,119
20,21,2,1,euclidean,euclidean,30,30,,,70.59,70.59,119
23,20,2,1,euclidean,euclidean,30,30,,,70.59,70.59,119
23,22,2,1,euclidean,euclidean,30,30,,,70.59,70.59,119
20,21,2,2,euclidean,euclidean,30,30,,,70.59,70.59,119
23,21,2,1,euclidean,euclidean,30,30,,,70.59,70.59,119
23,23,2,2,euclidean,euclidean,30,30,,,70.59,70.59,119
20,20,2,2,euclidean,euclidean,30,30,,,70.59,70.59,119
20,20,2,1,euclidean,euclidean,30,30,,,70.59,70.59,119
24,23,2,1,euclidean,euclidean,30,30,,,69.75,69.75,119
22,24,1,2,euclidean,euclidean,30,30,,,27.73,69.75,119
24,24,1,2,euclidean,euclidean,30,30,,,31.93,69.75,119
24,20,2,1,euclidean,euclidean,30,30,,,69.75,69.75,119
24,24,2,2,euclidean,euclidean,30,30,,,69.75,69.75,119
24,21,2,1,euclidean,euclidean,30,30,,,69.75,69.75,119
23,24,1,2,euclidean,euclidean,30,30,,,29.41,69.75,119
24,22,2,1,euclidean,euclidean,30,30,,,69.75,69.75,119
24,24,2,1,euclidean,euclidean,30,30,,,69.75,69.75,119
20,24,1,2,euclidean,euclidean,30,30,,,25.21,69.75,119
21,24,1,2,euclidean,euclidean,30,30,,,25.21,69.75,119
25,25,2,2,euclidean,euclidean,30,30,,,68.91,68.91,119
24,25,1,2,euclidean,euclidean,30,30,,,31.93,68.91,119
23,25,1,2,euclidean,euclidean,30,30,,,29.41,68.91,119
21,25,1,2,euclidean,euclidean,30,30,,,25.21,68.91,119
25,25,2,1,euclidean,euclidean,30,30,,,68.91,68.91,119
20,25,1,2,euclidean,euclidean,30,30,,,25.21,68.91,119
22,25,1,2,euclidean,euclidean,30,30,,,27.73,68.91,119
25,24,2,1,euclidean,euclidean,30,30,,,68.91,68.91,119
25,20,2,1,euclidean,euclidean,30,30,,,68.91,68.91,119
25,21,2,1,euclidean,euclidean,30,30,,,68.91,68.91,119
25,25,1,2,euclidean,euclidean,30,30,,,34.45,68.91,119
25,22,2,1,euclidean,euclidean,30,30,,,68.91,68.91,119
25,23,2,1,euclidean,euclidean,30,30,,,68.91,68.91,119
39,27,1,1,euclidean,euclidean,30,30,,,65.55,68.07,119
39,35,1,1,euclidean,euclidean,30,30,,,65.55,68.07,119
28,39,1,1,euclidean,euclidean,30,30,,,52.94,68.07,119
27,39,1,1,euclidean,euclidean,30,30,,,46.22,68.07,119
39,28,1,1,euclidean,euclidean,30,30,,,65.55,68.07,119
39,26,1,1,euclidean,euclidean,30,30,,,65.55,68.07,119
39,34,1,1,euclidean,euclidean,30,30,,,65.55,68.07,119
26,39,1,1,euclidean,euclidean,30,30,,,42.02,68.07,119
35,39,1,1,euclidean,euclidean,30,30,,,65.55,68.07,119
34,39,1,1,euclidean,euclidean,30,30,,,61.34,68.07,119
36,35,1,1,euclidean,euclidean,30,30,,,66.39,67.23,119
34,38,1,1,euclidean,euclidean,30,30,,,61.34,67.23,119
38,28,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
21,36,1,1,euclidean,euclidean,30,30,,,25.21,67.23,119
39,25,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
39,24,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
26,38,1,1,euclidean,euclidean,30,30,,,42.02,67.23,119
36,34,1,1,euclidean,euclidean,30,30,,,66.39,67.23,119
39,29,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
22,36,1,1,euclidean,euclidean,30,30,,,27.73,67.23,119
28,36,1,1,euclidean,euclidean,30,30,,,52.94,67.23,119
36,28,1,1,euclidean,euclidean,30,30,,,66.39,67.23,119
39,23,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
33,39,1,1,euclidean,euclidean,30,30,,,60.5,67.23,119
36,24,1,1,euclidean,euclidean,30,30,,,66.39,67.23,119
36,26,1,1,euclidean,euclidean,30,30,,,66.39,67.23,119
38,34,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
32,39,1,1,euclidean,euclidean,30,30,,,57.98,67.23,119
36,23,1,1,euclidean,euclidean,30,30,,,66.39,67.23,119
36,22,1,1,euclidean,euclidean,30,30,,,66.39,67.23,119
39,32,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
36,21,1,1,euclidean,euclidean,30,30,,,66.39,67.23,119
36,20,1,1,euclidean,euclidean,30,30,,,66.39,67.23,119
39,30,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
36,25,1,1,euclidean,euclidean,30,30,,,66.39,67.23,119
34,36,1,1,euclidean,euclidean,30,30,,,61.34,67.23,119
34,37,1,1,euclidean,euclidean,30,30,,,61.34,67.23,119
38,35,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
26,37,1,1,euclidean,euclidean,30,30,,,42.02,67.23,119
24,36,1,1,euclidean,euclidean,30,30,,,31.93,67.23,119
36,39,1,1,euclidean,euclidean,30,30,,,66.39,67.23,119
36,27,1,1,euclidean,euclidean,30,30,,,66.39,67.23,119
26,36,1,1,euclidean,euclidean,30,30,,,42.02,67.23,119
30,39,1,1,euclidean,euclidean,30,30,,,55.46,67.23,119
27,36,1,1,euclidean,euclidean,30,30,,,46.22,67.23,119
38,27,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
24,39,1,1,euclidean,euclidean,30,30,,,31.93,67.23,119
38,26,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
25,36,1,1,euclidean,euclidean,30,30,,,34.45,67.23,119
37,26,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
37,27,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
29,39,1,1,euclidean,euclidean,30,30,,,55.46,67.23,119
37,28,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
39,31,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
31,39,1,1,euclidean,euclidean,30,30,,,56.3,67.23,119
39,36,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
23,36,1,1,euclidean,euclidean,30,30,,,29.41,67.23,119
27,38,1,1,euclidean,euclidean,30,30,,,46.22,67.23,119
37,34,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
27,37,1,1,euclidean,euclidean,30,30,,,46.22,67.23,119
23,39,1,1,euclidean,euclidean,30,30,,,29.41,67.23,119
25,39,1,1,euclidean,euclidean,30,30,,,34.45,67.23,119
39,33,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
28,37,1,1,euclidean,euclidean,30,30,,,52.94,67.23,119
35,37,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
35,36,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
37,35,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
20,36,1,1,euclidean,euclidean,30,30,,,25.21,67.23,119
35,38,1,1,euclidean,euclidean,30,30,,,65.55,67.23,119
28,38,1,1,euclidean,euclidean,30,30,,,52.94,67.23,119
37,32,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
21,35,1,1,euclidean,euclidean,30,30,,,25.21,66.39,119
29,38,1,1,euclidean,euclidean,30,30,,,55.46,66.39,119
37,29,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
37,30,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
38,23,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
38,33,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
