eps1,eps2,min_samples1,min_samples2,metric1,metric2,leaf_size1,leaf_size2,p1,p2,Top-1 Accuracy,Top-2 Accuracy,Images Processed
37,31,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
20,39,1,1,euclidean,euclidean,30,30,,,25.21,66.39,119
36,37,1,1,euclidean,euclidean,30,30,,,66.39,66.39,119
38,22,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
38,24,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
36,38,1,1,euclidean,euclidean,30,30,,,66.39,66.39,119
29,36,1,1,euclidean,euclidean,30,30,,,55.46,66.39,119
38,25,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
29,37,1,1,euclidean,euclidean,30,30,,,55.46,66.39,119
20,37,1,1,euclidean,euclidean,30,30,,,25.21,66.39,119
38,36,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
37,33,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
21,37,1,1,euclidean,euclidean,30,30,,,25.21,66.39,119
38,32,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
37,36,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
38,20,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
38,21,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
37,20,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
21,38,1,1,euclidean,euclidean,30,30,,,25.21,66.39,119
38,29,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
21,39,1,1,euclidean,euclidean,30,30,,,25.21,66.39,119
39,21,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
38,39,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
37,21,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
38,30,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
20,35,1,1,euclidean,euclidean,30,30,,,25.21,66.39,119
37,39,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
20,38,1,1,euclidean,euclidean,30,30,,,25.21,66.39,119
27,35,1,1,euclidean,euclidean,30,30,,,46.22,66.39,119
38,31,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
37,23,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
39,20,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
37,24,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
28,35,1,1,euclidean,euclidean,30,30,,,52.94,66.39,119
37,25,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
37,22,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
39,22,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
35,28,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
31,37,1,1,euclidean,euclidean,30,30,,,56.3,66.39,119
32,37,1,1,euclidean,euclidean,30,30,,,57.98,66.39,119
22,39,1,1,euclidean,euclidean,30,30,,,27.73,66.39,119
32,36,1,1,euclidean,euclidean,30,30,,,57.98,66.39,119
25,38,1,1,euclidean,euclidean,30,30,,,34.45,66.39,119
24,35,1,1,euclidean,euclidean,30,30,,,31.93,66.39,119
23,38,1,1,euclidean,euclidean,30,30,,,29.41,66.39,119
23,37,1,1,euclidean,euclidean,30,30,,,29.41,66.39,119
31,38,1,1,euclidean,euclidean,30,30,,,56.3,66.39,119
24,38,1,1,euclidean,euclidean,30,30,,,31.93,66.39,119
31,36,1,1,euclidean,euclidean,30,30,,,56.3,66.39,119
22,38,1,1,euclidean,euclidean,30,30,,,27.73,66.39,119
23,35,1,1,euclidean,euclidean,30,30,,,29.41,66.39,119
39,37,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
35,20,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
39,38,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
35,21,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
35,22,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
35,23,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
35,24,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
35,27,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
35,25,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
33,38,1,1,euclidean,euclidean,30,30,,,60.5,66.39,119
22,37,1,1,euclidean,euclidean,30,30,,,27.73,66.39,119
30,38,1,1,euclidean,euclidean,30,30,,,55.46,66.39,119
36,33,1,1,euclidean,euclidean,30,30,,,66.39,66.39,119
24,37,1,1,euclidean,euclidean,30,30,,,31.93,66.39,119
36,32,1,1,euclidean,euclidean,30,30,,,66.39,66.39,119
36,31,1,1,euclidean,euclidean,30,30,,,66.39,66.39,119
36,30,1,1,euclidean,euclidean,30,30,,,66.39,66.39,119
36,29,1,1,euclidean,euclidean,30,30,,,66.39,66.39,119
30,36,1,1,euclidean,euclidean,30,30,,,55.46,66.39,119
22,35,1,1,euclidean,euclidean,30,30,,,27.73,66.39,119
30,37,1,1,euclidean,euclidean,30,30,,,55.46,66.39,119
35,26,1,1,euclidean,euclidean,30,30,,,65.55,66.39,119
26,35,1,1,euclidean,euclidean,30,30,,,42.02,66.39,119
36,36,1,1,euclidean,euclidean,30,30,,,66.39,66.39,119
25,35,1,1,euclidean,euclidean,30,30,,,34.45,66.39,119
33,36,1,1,euclidean,euclidean,30,30,,,60.5,66.39,119
25,37,1,1,euclidean,euclidean,30,30,,,34.45,66.39,119
33,37,1,1,euclidean,euclidean,30,30,,,60.5,66.39,119
32,38,1,1,euclidean,euclidean,30,30,,,57.98,66.39,119
29,35,1,1,euclidean,euclidean,30,30,,,55.46,65.55,119
37,38,1,1,euclidean,euclidean,30,30,,,65.55,65.55,119
34,35,1,1,euclidean,euclidean,30,30,,,61.34,65.55,119
38,37,1,1,euclidean,euclidean,30,30,,,65.55,65.55,119
38,38,1,1,euclidean,euclidean,30,30,,,65.55,65.55,119
39,39,1,1,euclidean,euclidean,30,30,,,65.55,65.55,119
31,35,1,1,euclidean,euclidean,30,30,,,56.3,65.55,119
37,37,1,1,euclidean,euclidean,30,30,,,65.55,65.55,119
32,35,1,1,euclidean,euclidean,30,30,,,57.98,65.55,119
33,35,1,1,euclidean,euclidean,30,30,,,60.5,65.55,119
35,29,1,1,euclidean,euclidean,30,30,,,65.55,65.55,119
35,30,1,1,euclidean,euclidean,30,30,,,65.55,65.55,119
35,31,1,1,euclidean,euclidean,30,30,,,65.55,65.55,119
35,35,1,1,euclidean,euclidean,30,30,,,65.55,65.55,119
30,35,1,1,euclidean,euclidean,30,30,,,55.46,65.55,119
35,32,1,1,euclidean,euclidean,30,30,,,65.55,65.55,119
35,33,1,1,euclidean,euclidean,30,30,,,65.55,65.55,119
35,34,1,1,euclidean,euclidean,30,30,,,65.55,65.55,119
34,25,1,1,euclidean,euclidean,30,30,,,61.34,62.18,119
21,34,1,1,euclidean,euclidean,30,30,,,25.21,62.18,119
22,34,1,1,euclidean,euclidean,30,30,,,27.73,62.18,119
24,34,1,1,euclidean,euclidean,30,30,,,31.93,62.18,119
25,34,1,1,euclidean,euclidean,30,30,,,34.45,62.18,119
28,34,1,1,euclidean,euclidean,30,30,,,52.94,62.18,119
34,27,1,1,euclidean,euclidean,30,30,,,61.34,62.18,119
26,34,1,1,euclidean,euclidean,30,30,,,42.02,62.18,119
27,34,1,1,euclidean,euclidean,30,30,,,46.22,62.18,119
20,34,1,1,euclidean,euclidean,30,30,,,25.21,62.18,119
34,28,1,1,euclidean,euclidean,30,30,,,61.34,62.18,119
23,34,1,1,euclidean,euclidean,30,30,,,29.41,62.18,119
34,24,1,1,euclidean,euclidean,30,30,,,61.34,62.18,119
34,23,1,1,euclidean,euclidean,30,30,,,61.34,62.18,119
34,22,1,1,euclidean,euclidean,30,30,,,61.34,62.18,119
34,21,1,1,euclidean,euclidean,30,30,,,61.34,62.18,119
34,20,1,1,euclidean,euclidean,30,30,,,61.34,62.18,119
34,26,1,1,euclidean,euclidean,30,30,,,61.34,62.18,119
33,34,1,1,euclidean,euclidean,30,30,,,60.5,61.34,119
28,33,1,1,euclidean,euclidean,30,30,,,52.94,61.34,119
34,29,1,1,euclidean,euclidean,30,30,,,61.34,61.34,119
27,33,1,1,euclidean,euclidean,30,30,,,46.22,61.34,119
34,30,1,1,euclidean,euclidean,30,30,,,61.34,61.34,119
33,25,1,1,euclidean,euclidean,30,30,,,60.5,61.34,119
32,34,1,1,euclidean,euclidean,30,30,,,57.98,61.34,119
34,32,1,1,euclidean,euclidean,30,30,,,61.34,61.34,119
33,28,1,1,euclidean,euclidean,30,30,,,60.5,61.34,119
24,33,1,1,euclidean,euclidean,30,30,,,31.93,61.34,119
33,27,1,1,euclidean,euclidean,30,30,,,60.5,61.34,119
20,33,1,1,euclidean,euclidean,30,30,,,25.21,61.34,119
33,26,1,1,euclidean,euclidean,30,30,,,60.5,61.34,119
34,31,1,1,euclidean,euclidean,30,30,,,61.34,61.34,119
30,34,1,1,euclidean,euclidean,30,30,,,55.46,61.34,119
33,23,1,1,euclidean,euclidean,30,30,,,60.5,61.34,119
31,34,1,1,euclidean,euclidean,30,30,,,56.3,61.34,119
33,22,1,1,euclidean,euclidean,30,30,,,60.5,61.34,119
23,33,1,1,euclidean,euclidean,30,30,,,29.41,61.34,119
25,33,1,1,euclidean,euclidean,30,30,,,34.45,61.34,119
21,33,1,1,euclidean,euclidean,30,30,,,25.21,61.34,119
33,24,1,1,euclidean,euclidean,30,30,,,60.5,61.34,119
22,33,1,1,euclidean,euclidean,30,30,,,27.73,61.34,119
29,34,1,1,euclidean,euclidean,30,30,,,55.46,61.34,119
34,34,1,1,euclidean,euclidean,30,30,,,61.34,61.34,119
33,21,1,1,euclidean,euclidean,30,30,,,60.5,61.34,119
34,33,1,1,euclidean,euclidean,30,30,,,61.34,61.34,119
33,20,1,1,euclidean,euclidean,30,30,,,60.5,61.34,119
26,33,1,1,euclidean,euclidean,30,30,,,42.02,61.34,119
31,33,1,1,euclidean,euclidean,30,30,,,56.3,60.5,119
33,29,1,1,euclidean,euclidean,30,30,,,60.5,60.5,119
32,33,1,1,euclidean,euclidean,30,30,,,57.98,60.5,119
33,31,1,1,euclidean,euclidean,30,30,,,60.5,60.5,119
33,30,1,1,euclidean,euclidean,30,30,,,60.5,60.5,119
30,33,1,1,euclidean,euclidean,30,30,,,55.46,60.5,119
33,33,1,1,euclidean,euclidean,30,30,,,60.5,60.5,119
29,33,1,1,euclidean,euclidean,30,30,,,55.46,60.5,119
33,32,1,1,euclidean,euclidean,30,30,,,60.5,60.5,119
26,32,1,1,euclidean,euclidean,30,30,,,42.02,58.82,119
32,27,1,1,euclidean,euclidean,30,30,,,57.98,58.82,119
28,32,1,1,euclidean,euclidean,30,30,,,52.94,58.82,119
22,32,1,1,euclidean,euclidean,30,30,,,27.73,58.82,119
21,32,1,1,euclidean,euclidean,30,30,,,25.21,58.82,119
24,32,1,1,euclidean,euclidean,30,30,,,31.93,58.82,119
32,22,1,1,euclidean,euclidean,30,30,,,57.98,58.82,119
20,32,1,1,euclidean,euclidean,30,30,,,25.21,58.82,119
32,25,1,1,euclidean,euclidean,30,30,,,57.98,58.82,119
32,21,1,1,euclidean,euclidean,30,30,,,57.98,58.82,119
27,32,1,1,euclidean,euclidean,30,30,,,46.22,58.82,119
25,32,1,1,euclidean,euclidean,30,30,,,34.45,58.82,119
32,20,1,1,euclidean,euclidean,30,30,,,57.98,58.82,119
32,23,1,1,euclidean,euclidean,30,30,,,57.98,58.82,119
32,24,1,1,euclidean,euclidean,30,30,,,57.98,58.82,119
23,32,1,1,euclidean,euclidean,30,30,,,29.41,58.82,119
32,28,1,1,euclidean,euclidean,30,30,,,57.98,58.82,119
32,26,1,1,euclidean,euclidean,30,30,,,57.98,58.82,119
32,32,1,1,euclidean,euclidean,30,30,,,57.98,57.98,119
31,32,1,1,euclidean,euclidean,30,30,,,56.3,57.98,119
29,32,1,1,euclidean,euclidean,30,30,,,55.46,57.98,119
30,32,1,1,euclidean,euclidean,30,30,,,55.46,57.98,119
32,29,1,1,euclidean,euclidean,30,30,,,57.98,57.98,119
32,30,1,1,euclidean,euclidean,30,30,,,57.98,57.98,119
32,31,1,1,euclidean,euclidean,30,30,,,57.98,57.98,119
28,31,1,1,euclidean,euclidean,30,30,,,52.94,57.14,119
27,31,1,1,euclidean,euclidean,30,30,,,46.22,57.14,119
31,26,1,1,euclidean,euclidean,30,30,,,56.3,57.14,119
22,31,1,1,euclidean,euclidean,30,30,,,27.73,57.14,119
24,31,1,1,euclidean,euclidean,30,30,,,31.93,57.14,119
25,31,1,1,euclidean,euclidean,30,30,,,34.45,57.14,119
31,20,1,1,euclidean,euclidean,30,30,,,56.3,57.14,119
26,31,1,1,euclidean,euclidean,30,30,,,42.02,57.14,119
31,21,1,1,euclidean,euclidean,30,30,,,56.3,57.14,119
31,22,1,1,euclidean,euclidean,30,30,,,56.3,57.14,119
31,23,1,1,euclidean,euclidean,30,30,,,56.3,57.14,119
31,27,1,1,euclidean,euclidean,30,30,,,56.3,57.14,119
20,31,1,1,euclidean,euclidean,30,30,,,25.21,57.14,119
31,24,1,1,euclidean,euclidean,30,30,,,56.3,57.14,119
23,31,1,1,euclidean,euclidean,30,30,,,29.41,57.14,119
31,25,1,1,euclidean,euclidean,30,30,,,56.3,57.14,119
21,31,1,1,euclidean,euclidean,30,30,,,25.21,57.14,119
31,28,1,1,euclidean,euclidean,30,30,,,56.3,57.14,119
30,20,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
31,31,1,1,euclidean,euclidean,30,30,,,56.3,56.3,119
29,22,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
29,20,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
28,30,1,1,euclidean,euclidean,30,30,,,52.94,56.3,119
28,29,1,1,euclidean,euclidean,30,30,,,52.94,56.3,119
24,30,1,1,euclidean,euclidean,30,30,,,31.93,56.3,119
27,30,1,1,euclidean,euclidean,30,30,,,46.22,56.3,119
27,29,1,1,euclidean,euclidean,30,30,,,46.22,56.3,119
20,29,1,1,euclidean,euclidean,30,30,,,25.21,56.3,119
20,30,1,1,euclidean,euclidean,30,30,,,25.21,56.3,119
21,29,1,1,euclidean,euclidean,30,30,,,25.21,56.3,119
21,30,1,1,euclidean,euclidean,30,30,,,25.21,56.3,119
26,30,1,1,euclidean,euclidean,30,30,,,42.02,56.3,119
26,29,1,1,euclidean,euclidean,30,30,,,42.02,56.3,119
22,29,1,1,euclidean,euclidean,30,30,,,27.73,56.3,119
22,30,1,1,euclidean,euclidean,30,30,,,27.73,56.3,119
23,29,1,1,euclidean,euclidean,30,30,,,29.41,56.3,119
23,30,1,1,euclidean,euclidean,30,30,,,29.41,56.3,119
25,30,1,1,euclidean,euclidean,30,30,,,34.45,56.3,119
25,29,1,1,euclidean,euclidean,30,30,,,34.45,56.3,119
31,30,1,1,euclidean,euclidean,30,30,,,56.3,56.3,119
29,21,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
24,29,1,1,euclidean,euclidean,30,30,,,31.93,56.3,119
29,23,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
30,28,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
30,23,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
30,22,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
29,24,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
30,21,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
29,31,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
30,26,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
30,27,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
30,25,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
30,24,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
29,28,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
30,31,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
31,29,1,1,euclidean,euclidean,30,30,,,56.3,56.3,119
29,27,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
29,26,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
29,25,1,1,euclidean,euclidean,30,30,,,55.46,56.3,119
30,29,1,1,euclidean,euclidean,30,30,,,55.46,55.46,119
30,30,1,1,euclidean,euclidean,30,30,,,55.46,55.46,119
29,29,1,1,euclidean,euclidean,30,30,,,55.46,55.46,119
29,30,1,1,euclidean,euclidean,30,30,,,55.46,55.46,119
25,28,1,1,euclidean,euclidean,30,30,,,34.45,52.94,119
22,28,1,1,euclidean,euclidean,30,30,,,27.73,52.94,119
24,28,1,1,euclidean,euclidean,30,30,,,31.93,52.94,119
26,28,1,1,euclidean,euclidean,30,30,,,42.02,52.94,119
23,28,1,1,euclidean,euclidean,30,30,,,29.41,52.94,119
28,23,1,1,euclidean,euclidean,30,30,,,52.94,52.94,119
21,28,1,1,euclidean,euclidean,30,30,,,25.21,52.94,119
20,28,1,1,euclidean,euclidean,30,30,,,25.21,52.94,119
27,28,1,1,euclidean,euclidean,30,30,,,46.22,52.94,119
28,20,1,1,euclidean,euclidean,30,30,,,52.94,52.94,119
28,21,1,1,euclidean,euclidean,30,30,,,52.94,52.94,119
28,22,1,1,euclidean,euclidean,30,30,,,52.94,52.94,119
28,24,1,1,euclidean,euclidean,30,30,,,52.94,52.94,119
28,25,1,1,euclidean,euclidean,30,30,,,52.94,52.94,119
28,26,1,1,euclidean,euclidean,30,30,,,52.94,52.94,119
28,27,1,1,euclidean,euclidean,30,30,,,52.94,52.94,119
28,28,1,1,euclidean,euclidean,30,30,,,52.94,52.94,119
22,27,1,1,euclidean,euclidean,30,30,,,27.73,46.22,119
20,27,1,1,euclidean,euclidean,30,30,,,25.21,46.22,119
23,27,1,1,euclidean,euclidean,30,30,,,29.41,46.22,119
24,27,1,1,euclidean,euclidean,30,30,,,31.93,46.22,119
21,27,1,1,euclidean,euclidean,30,30,,,25.21,46.22,119
25,27,1,1,euclidean,euclidean,30,30,,,34.45,46.22,119
27,22,1,1,euclidean,euclidean,30,30,,,46.22,46.22,119
26,27,1,1,euclidean,euclidean,30,30,,,42.02,46.22,119
27,27,1,1,euclidean,euclidean,30,30,,,46.22,46.22,119
27,26,1,1,euclidean,euclidean,30,30,,,46.22,46.22,119
27,20,1,1,euclidean,euclidean,30,30,,,46.22,46.22,119
27,21,1,1,euclidean,euclidean,30,30,,,46.22,46.22,119
27,25,1,1,euclidean,euclidean,30,30,,,46.22,46.22,119
27,24,1,1,euclidean,euclidean,30,30,,,46.22,46.22,119
27,23,1,1,euclidean,euclidean,30,30,,,46.22,46.22,119
26,21,1,1,euclidean,euclidean,30,30,,,42.02,42.02,119
26,26,1,1,euclidean,euclidean,30,30,,,42.02,42.02,119
23,26,1,1,euclidean,euclidean,30,30,,,29.41,42.02,119
26,23,1,1,euclidean,euclidean,30,30,,,42.02,42.02,119
26,22,1,1,euclidean,euclidean,30,30,,,42.02,42.02,119
22,26,1,1,euclidean,euclidean,30,30,,,27.73,42.02,119
26,20,1,1,euclidean,euclidean,30,30,,,42.02,42.02,119
26,25,1,1,euclidean,euclidean,30,30,,,42.02,42.02,119
21,26,1,1,euclidean,euclidean,30,30,,,25.21,42.02,119
24,26,1,1,euclidean,euclidean,30,30,,,31.93,42.02,119
25,26,1,1,euclidean,euclidean,30,30,,,34.45,42.02,119
20,26,1,1,euclidean,euclidean,30,30,,,25.21,42.02,119
26,24,1,1,euclidean,euclidean,30,30,,,42.02,42.02,119
21,25,1,1,euclidean,euclidean,30,30,,,25.21,34.45,119
22,25,1,1,euclidean,euclidean,30,30,,,27.73,34.45,119
25,21,1,1,euclidean,euclidean,30,30,,,34.45,34.45,119
20,25,1,1,euclidean,euclidean,30,30,,,25.21,34.45,119
25,22,1,1,euclidean,euclidean,30,30,,,34.45,34.45,119
25,20,1,1,euclidean,euclidean,30,30,,,34.45,34.45,119
25,23,1,1,euclidean,euclidean,30,30,,,34.45,34.45,119
25,24,1,1,euclidean,euclidean,30,30,,,34.45,34.45,119
25,25,1,1,euclidean,euclidean,30,30,,,34.45,34.45,119
23,25,1,1,euclidean,euclidean,30,30,,,29.41,34.45,119
24,25,1,1,euclidean,euclidean,30,30,,,31.93,34.45,119
21,24,1,1,euclidean,euclidean,30,30,,,25.21,31.93,119
24,24,1,1,euclidean,euclidean,30,30,,,31.93,31.93,119
20,24,1,1,euclidean,euclidean,30,30,,,25.21,31.93,119
22,24,1,1,euclidean,euclidean,30,30,,,27.73,31.93,119
23,24,1,1,euclidean,euclidean,30,30,,,29.41,31.93,119
24,20,1,1,euclidean,euclidean,30,30,,,31.93,31.93,119
24,21,1,1,euclidean,euclidean,30,30,,,31.93,31.93,119
24,22,1,1,euclidean,euclidean,30,30,,,31.93,31.93,119
24,23,1,1,euclidean,euclidean,30,30,,,31.93,31.93,119
20,23,1,1,euclidean,euclidean,30,30,,,25.21,29.41,119
23,20,1,1,euclidean,euclidean,30,30,,,29.41,29.41,119
21,23,1,1,euclidean,euclidean,30,30,,,25.21,29.41,119
23,21,1,1,euclidean,euclidean,30,30,,,29.41,29.41,119
22,23,1,1,euclidean,euclidean,30,30,,,27.73,29.41,119
23,23,1,1,euclidean,euclidean,30,30,,,29.41,29.41,119
23,22,1,1,euclidean,euclidean,30,30,,,29.41,29.41,119
21,22,1,1,euclidean,euclidean,30,30,,,25.21,27.73,119
22,20,1,1,euclidean,euclidean,30,30,,,27.73,27.73,119
22,21,1,1,euclidean,euclidean,30,30,,,27.73,27.73,119
22,22,1,1,euclidean,euclidean,30,30,,,27.73,27.73,119
20,22,1,1,euclidean,euclidean,30,30,,,25.21,27.73,119
21,21,1,1,euclidean,euclidean,30,30,,,25.21,25.21,119
21,20,1,1,euclidean,euclidean,30,30,,,25.21,25.21,119
20,21,1,1,euclidean,euclidean,30,30,,,25.21,25.21,119
20,20,1,1,euclidean,euclidean,30,30,,,25.21,25.21,119
